raceId,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,date
1010,15.3,,,0.9,,293,13.0,,1015.7,,2019-09-01
1011,15.8,,,70.3,,52,8.3,,1012.0,,2019-09-08
1012,28.9,,,0.0,,120,17.0,,1010.3,,2019-09-22
1014,19.7,,,0.0,,301,28.9,,1010.9,,2019-10-13
1015,16.2,,,12.2,,273,4.5,,1015.5,,2019-10-27
1016,13.5,,,0.0,,161,12.3,,1022.5,,2019-11-03
1019,19.5,,,0.0,,156,3.6,,1018.1,,2020-07-05
1031,14.3,,,0.0,,246,6.7,,1022.3,,2020-11-01
1038,13.9,,,0.0,,346,15.6,,1018.1,,2021-05-02
1049,23.2,,,0.0,,78,5.7,,1016.0,,2021-09-12
1042,23.4,,,1.7,,129,15.5,,1011.5,,2021-06-20
1043,19.6,,,4.9,,176,3.4,,1017.7,,2021-06-27
1044,17.8,,,2.0,,122,3.6,,1013.4,,2021-07-04
1050,15.9,,,1.3,,150,10.1,,1023.0,,2021-09-26
1035,22.0,,,0.0,,328,13.1,,1017.6,,2020-12-13
1051,15.1,,,0.4,,20,12.9,,1022.0,,2021-10-03
1053,14.7,,,0.0,,331,8.5,,1021.4,,2021-11-07
1054,16.6,,,0.0,,113,15.3,,1017.6,,2021-11-14
1055,25.7,,,0.0,,128,17.7,,1013.3,,2021-11-21
1057,23.6,,,0.0,,317,14.8,,1018.8,,2021-12-12
1056,26.6,,,0.0,,180,11.0,,1013.8,,2021-12-05
1058,20.5,,,0.0,,325,17.2,,1012.9,,2022-03-20
1064,22.1,,,3.4,,241,8.8,,1003.8,,2022-05-29
1037,9.4,,,0.7,,41,7.2,,1016.2,,2021-04-18
1059,25.4,,,0.0,,332,19.1,,1012.9,,2022-03-27
1065,24.0,,,0.0,,169,13.0,,1008.9,,2022-06-12
1060,21.2,,,0.0,,351,17.0,,1016.9,,2022-04-10
1061,13.2,,,3.3,,205,12.9,,1005.5,,2022-04-24
1062,26.3,,,2.0,,249,9.5,,1010.9,,2022-05-08
1063,25.7,,,0.0,,230,9.7,,1012.4,,2022-05-22
1068,15.6,,,3.9,,317,6.8,,1019.7,,2022-07-10
1069,27.2,,,0.0,,265,8.0,,1016.7,,2022-07-24
1070,17.9,,,7.9,,303,18.7,,1012.8,,2022-07-31
1071,16.4,,,0.5,,31,10.5,,1019.4,,2022-08-28
1072,19.5,,,0.2,,138,8.4,,1016.5,,2022-09-04
1073,20.2,,,0.0,,70,5.5,,1014.9,,2022-09-11
1075,17.2,,,18.1,,55,7.9,,1020.8,,2022-10-09
1074,26.2,,,17.0,,11,6.1,,1009.3,,2022-10-02
1076,24.8,,,0.6,,174,26.4,,1010.6,,2022-10-23
1077,17.0,,,0.9,,255,6.5,,1016.0,,2022-10-30
1078,20.1,,,0.4,,105,10.0,,1012.9,,2022-11-13
1079,27.7,,,0.0,,317,20.6,,1015.1,,2022-11-20
1080,24.8,,,0.0,,192,9.5,,1018.9,,2023-03-05
1081,25.3,,,0.0,,337,15.7,,1011.5,,2023-03-19
1082,12.5,,,0.0,,146,9.2,,1020.5,,2023-04-02
1083,20.5,,,0.2,,7,11.9,,1006.1,,2023-04-30
1085,21.4,,,6.9,,36,5.8,,1014.4,,2023-05-28
1086,19.0,,,10.8,,115,6.7,,1015.3,,2023-06-04
1087,15.6,,,0.3,,38,15.3,,1012.5,,2023-06-18
1088,17.9,,,0.3,,301,5.0,,1011.6,,2023-07-02
1089,17.6,,,0.3,,209,12.5,,1018.3,,2023-07-09
1084,24.1,,,1.9,,72,18.0,,1019.2,,2023-05-07
1090,22.6,,,0.0,,229,8.7,,1016.3,,2023-07-23
1091,15.5,,,2.4,,248,20.2,,1013.9,,2023-07-30
1092,15.3,,,4.4,,242,17.6,,1008.3,,2023-08-27
1093,22.3,,,0.0,,295,6.2,,1021.7,,2023-09-03
1094,28.6,,,2.7,,139,10.3,,1009.7,,2023-09-17
1097,25.6,,,0.2,,170,15.0,,1012.5,,2023-10-22
1099,17.5,,,0.3,,149,15.2,,1016.9,,2023-11-05
1102,16.8,,,0.0,,324,11.2,,1019.0,,2024-03-02
1096,32.8,,,0.0,,22,8.7,,1009.5,,2023-10-08
1095,22.8,,,0.0,,162,8.1,,1017.1,,2023-09-24
1103,23.9,,,0.0,,345,17.8,,1013.8,,2024-03-09
1104,15.9,,,0.0,,244,13.2,,1022.6,,2024-03-24
1098,17.2,,,0.0,,316,7.4,,1014.9,,2023-10-29
1105,15.5,,,0.0,,105,4.6,,1017.7,,2024-04-07
1100,14.7,,,0.0,,206,7.9,,1013.7,,2023-11-18
1106,16.1,,,4.6,,1,7.1,,1011.5,,2024-04-21
1101,24.8,,,0.0,,347,9.3,,1015.6,,2023-11-26
1107,25.3,,,0.3,,109,13.2,,1016.7,,2024-05-05
1108,18.7,,,0.2,,82,5.9,,1011.5,,2024-05-19
1109,17.9,,,0.0,,169,4.6,,1018.3,,2024-05-26
1110,16.3,,,4.4,,248,18.3,,999.0,,2024-06-09
1111,20.0,,,2.8,,196,7.9,,1016.3,,2024-06-23
1112,22.7,,,0.0,,231,6.9,,1011.0,,2024-06-30
1114,23.7,,,0.2,,256,5.8,,1008.8,,2024-07-21
1113,12.6,,,2.0,,235,15.7,,1008.8,,2024-07-07
1115,15.9,,,0.0,,321,8.0,,1024.6,,2024-07-28
1117,25.1,,,19.1,,12,7.6,,1015.3,,2024-09-01
1116,16.8,,,3.4,,248,24.6,,1016.4,,2024-08-25
1118,23.5,,,0.0,,11,17.7,,1014.6,,2024-09-15
1119,29.0,,,0.0,,119,7.7,,1008.3,,2024-09-22
1120,23.0,,,0.0,,82,9.6,,1024.9,,2024-10-20
1121,15.0,,,2.4,,335,11.1,,1022.3,,2024-10-27
1041,21.4,,,0.0,,353,25.7,,1012.8,,2021-06-06
1047,12.6,,,7.5,,330,18.1,,1019.9,,2021-08-29
1132,18.0,,,1.0,,227,18.6,,1015.1,,2025-05-18
65,18.8,,,0.0,,159,10.7,,1017.2,,1958-01-19
67,11.9,,,21.4,,216,18.0,,1011.4,,1958-05-26
63,22.2,,,0.0,,113,8.4,,1010.5,,1957-08-18
64,19.0,,,0.0,,59,4.8,,1019.9,,1957-09-08
62,15.0,,,0.0,,68,9.2,,1022.7,,1957-08-04
56,18.8,,,4.8,,299,6.8,,1021.0,,1956-09-02
50,16.1,,,1.3,,31,5.2,,1017.1,,1956-05-13
68,19.3,,,0.0,,194,10.7,,1015.6,,1958-05-30
70,17.4,,,0.9,,309,6.7,,1017.3,,1958-07-06
71,17.9,,,0.0,,137,9.8,,1015.4,,1958-07-19
69,15.4,,,0.0,,117,9.0,,1023.5,,1958-06-15
87,19.3,,,3.5,,271,18.1,,1013.0,,1960-05-30
77,23.2,,,9.4,,183,6.2,,1016.5,,1959-05-30
76,17.1,,,0.6,,52,8.6,,1008.2,,1959-05-10
89,18.2,,,0.3,,353,11.5,,1022.1,,1960-06-19
95,16.3,,,0.0,,170,5.1,,1016.4,,1961-05-14
93,19.5,,,3.5,,51,3.6,,1009.9,,1960-09-04
97,16.7,,,2.5,,243,15.4,,1018.3,,1961-06-18
98,24.9,,,0.0,,85,6.3,,1019.2,,1961-07-02
99,12.9,,,22.2,,314,25.7,,997.0,,1961-07-15
100,16.6,,,1.7,,261,7.9,,1011.4,,1961-08-06
102,15.0,,,0.0,,338,6.0,,1022.5,,1961-10-08
104,16.0,,,8.8,,117,5.4,,1018.4,,1962-06-03
105,15.6,,,0.1,,50,8.0,,1022.4,,1962-06-17
106,17.9,,,0.0,,103,12.6,,1018.9,,1962-07-08
94,11.5,,,0.0,,25,6.9,,1017.7,,1960-11-20
109,18.2,,,1.5,,48,5.2,,1013.7,,1962-09-16
110,10.7,,,0.0,,329,13.7,,1008.8,,1962-10-07
96,11.4,,,0.0,,9,16.4,,1018.8,,1961-05-22
111,21.2,,,0.1,,234,33.4,,1015.5,,1962-12-29
112,18.1,,,0.5,,310,4.7,,1016.4,,1963-05-26
113,16.6,,,7.6,,83,6.4,,1014.0,,1963-06-09
114,14.1,,,0.1,,251,19.5,,1017.1,,1963-06-23
115,16.2,,,0.2,,182,10.6,,1016.7,,1963-06-30
116,17.0,,,0.2,,338,7.7,,1024.4,,1963-07-20
117,17.4,,,4.6,,213,17.2,,1011.3,,1963-08-04
108,14.2,,,17.2,,228,8.8,,1013.1,,1962-08-05
118,15.6,,,0.0,,239,5.5,,1012.6,,1963-09-08
119,14.0,,,0.0,,222,12.0,,1021.7,,1963-10-06
120,13.6,,,2.4,,36,4.9,,1017.7,,1963-10-27
125,15.7,,,0.0,,302,11.0,,1023.8,,1964-06-28
134,14.5,,,8.0,,273,9.9,,1020.2,,1965-06-13
135,16.4,,,10.4,,25,4.6,,1022.7,,1965-06-27
146,17.3,,,0.0,,220,22.1,,1007.7,,1966-07-24
147,12.6,,,1.1,,198,12.8,,1010.9,,1966-08-07
151,20.6,,,5.3,,130,7.9,,1011.8,,1967-01-02
158,19.6,,,9.6,,160,7.3,,1009.8,,1967-08-27
126,15.1,,,5.5,,234,22.1,,1011.9,,1964-07-11
127,12.7,,,2.2,,304,22.3,,1016.5,,1964-08-02
195,14.7,,,0.0,,211,12.6,,1018.5,,1970-09-20
197,17.7,,,0.0,,40,7.0,,1013.2,,1970-10-25
198,20.3,,,0.1,,323,9.5,,1011.9,,1971-03-06
148,19.9,,,0.3,,245,4.4,,1018.5,,1966-09-04
149,7.4,,,0.0,,285,9.4,,1019.5,,1966-10-02
150,14.8,,,0.0,,1,6.4,,1016.7,,1966-10-23
207,14.9,,,5.2,,121,14.0,,1019.8,,1971-09-19
211,8.3,,,16.7,,201,13.2,,1000.1,,1972-05-01
194,22.2,,,0.0,,279,10.0,,1014.1,,1970-09-06
214,9.9,,,0.7,,306,11.7,,1023.5,,1972-07-02
215,14.6,,,0.0,,45,16.7,,1027.6,,1972-07-15
196,7.6,,,0.1,,271,12.6,,1016.4,,1970-10-04
216,13.2,,,0.1,,303,6.9,,1014.7,,1972-07-30
245,17.3,,,1.0,,313,15.4,,1021.6,,1974-07-20
278,14.2,,,0.0,,28,10.0,,1017.6,,1976-10-03
279,5.1,,,0.1,,297,17.8,,1011.8,,1976-10-10
200,14.5,,,8.6,,226,6.1,,1003.2,,1971-05-23
280,15.7,,,7.5,,2,6.8,,1003.1,,1976-10-24
281,28.1,,,0.5,,7,16.4,,1005.9,,1977-01-09
208,17.4,,,0.0,,41,7.0,,1016.4,,1971-10-03
284,14.2,,,0.0,,244,10.9,,1019.0,,1977-04-03
285,14.7,,,0.0,,20,5.5,,1016.7,,1977-05-08
286,16.2,,,0.4,,58,5.7,,1017.2,,1977-05-22
290,15.2,,,0.8,,269,12.4,,1020.4,,1977-07-16
288,18.3,,,0.1,,282,7.8,,1006.0,,1977-06-19
291,19.1,,,11.1,,357,18.3,,1007.2,,1977-07-31
294,16.8,,,0.0,,332,3.5,,1022.4,,1977-09-11
295,9.1,,,1.7,,323,11.1,,1007.5,,1977-10-02
282,20.7,,,2.0,,135,8.0,,1011.7,,1977-01-23
312,13.0,,,5.8,,210,13.0,,1015.4,,1978-10-01
311,20.3,,,0.0,,278,4.2,,1017.4,,1978-09-10
315,19.7,,,3.9,,153,12.5,,1011.9,,1979-02-04
321,12.4,,,0.0,,357,12.2,,1021.7,,1979-07-01
283,17.5,,,2.0,,5,10.9,,1016.1,,1977-03-05
316,20.0,,,3.5,,141,9.4,,1011.8,,1979-03-03
322,15.1,,,0.0,,313,10.6,,1026.7,,1979-07-14
323,23.0,,,0.1,,236,8.2,,1013.3,,1979-07-29
324,12.1,,,0.8,,334,6.4,,1017.8,,1979-08-12
296,11.4,,,16.4,,232,17.1,,1002.4,,1977-10-09
325,14.0,,,2.6,,345,19.1,,1009.9,,1979-08-26
326,19.3,,,0.0,,263,5.2,,1020.0,,1979-09-09
327,16.6,,,0.0,,150,12.3,,1016.5,,1979-09-30
328,8.9,,,0.2,,249,17.9,,1000.5,,1979-10-07
403,7.4,,,0.0,,262,14.5,,1024.9,,1984-10-07
329,24.8,,,0.0,,74,15.5,,1014.9,,1980-01-13
340,19.8,,,0.7,,24,4.6,,1016.8,,1980-09-14
335,17.3,,,0.0,,298,17.6,,1011.5,,1980-06-29
411,22.6,,,0.7,,141,7.4,,1019.8,,1985-07-07
430,20.9,,,0.0,,281,3.8,,1019.0,,1986-07-27
431,23.2,,,0.0,,37,5.2,,1017.9,,1986-08-10
436,11.7,,,0.3,,195,16.6,,1019.7,,1986-10-26
441,23.6,,,16.3,,127,9.9,,1007.0,,1987-06-21
445,17.4,,,0.9,,152,8.3,,1017.3,,1987-08-09
440,17.7,,,0.3,,84,5.6,,1016.0,,1987-05-31
442,24.2,,,4.9,,104,5.1,,1016.6,,1987-07-05
444,13.5,,,0.4,,296,11.5,,1018.0,,1987-07-26
443,16.0,,,0.3,,278,10.5,,1016.9,,1987-07-12
54,14.5,,,0.5,,335,9.0,,1005.8,,1956-07-14
494,20.2,,,0.0,,270,4.7,,1019.7,,1990-08-12
496,17.1,,,0.0,,52,4.5,,1021.5,,1990-09-09
498,23.1,,,1.8,,256,6.2,,1016.9,,1990-09-30
551,18.1,,,0.0,,218,7.0,,1016.8,,1994-05-01
500,22.9,,,0.0,,133,9.8,,1016.1,,1990-11-04
553,19.4,,,0.0,,93,8.3,,1014.8,,1994-05-29
509,20.6,,,0.0,,72,10.4,,1016.2,,1991-07-28
567,13.8,,,5.0,,113,5.1,,1016.9,,1995-04-30
571,21.5,,,4.8,,237,8.5,,1008.4,,1995-07-02
552,15.6,,,0.0,,208,5.3,,1015.1,,1994-05-15
572,16.6,,,2.0,,247,13.9,,1010.0,,1995-07-16
573,22.9,,,0.0,,56,9.2,,1015.0,,1995-07-30
575,13.9,,,3.3,,280,16.6,,1012.9,,1995-08-27
577,17.7,,,0.0,,360,23.2,,1021.4,,1995-09-24
578,8.8,,,1.9,,227,14.1,,1013.1,,1995-10-01
563,16.3,,,14.6,,23,5.8,,1019.0,,1994-11-06
564,13.7,,,0.0,,176,19.4,,1017.2,,1994-11-13
579,15.7,,,0.0,,356,10.1,,1016.3,,1995-10-22
583,23.7,,,3.7,,127,5.9,,1013.5,,1996-03-31
584,15.2,,,0.0,,62,10.2,,1016.3,,1996-04-07
586,14.4,,,0.0,,128,8.2,,1014.6,,1996-05-05
585,10.0,,,1.5,,2,12.3,,1009.8,,1996-04-28
588,15.1,,,20.1,,108,7.6,,1015.3,,1996-06-02
587,15.9,,,12.9,,174,5.4,,1010.1,,1996-05-19
589,17.9,,,0.0,,13,7.0,,1019.4,,1996-06-16
592,20.9,,,0.5,,332,3.6,,1016.3,,1996-07-28
593,20.3,,,0.0,,125,14.1,,1014.7,,1996-08-11
594,14.2,,,1.4,,218,16.8,,1012.1,,1996-08-25
595,14.0,,,0.0,,353,6.0,,1012.8,,1996-09-08
608,21.0,,,0.0,,51,11.7,,1018.9,,1997-08-10
607,19.6,,,0.4,,239,12.8,,1018.3,,1997-07-27
609,22.8,,,0.1,,193,12.4,,1014.6,,1997-08-24
610,22.4,,,2.0,,5,4.3,,1019.1,,1997-09-07
611,10.5,,,0.0,,152,4.0,,1026.3,,1997-09-21
615,16.2,,,0.0,,168,14.4,,1023.4,,1998-03-08
591,18.7,,,0.5,,288,10.7,,1024.8,,1996-07-14
628,14.0,,,1.2,,329,6.3,,992.9,,1998-09-13
639,15.6,,,0.1,,5,4.7,,1020.0,,1999-07-25
627,11.4,,,2.8,,220,9.0,,1019.9,,1998-08-30
640,22.0,,,0.0,,66,7.8,,1014.7,,1999-08-01
677,12.2,,,1.4,,235,14.6,,1017.6,,2001-09-02
642,15.3,,,0.0,,65,8.1,,1021.6,,1999-08-29
679,14.3,,,0.0,,29,8.3,,1025.2,,2001-09-30
752,26.0,,,9.8,,254,4.7,,1008.6,,2006-03-19
753,13.6,,,0.0,,186,15.3,,1016.2,,2006-04-02
712,10.5,,,2.9,,292,11.7,,1013.7,,2003-09-28
750,17.1,,,0.0,,323,4.2,,1018.0,,2005-10-16
754,17.1,,,0.0,,224,8.2,,1014.3,,2006-04-23
755,12.9,,,0.0,,109,14.9,,1017.9,,2006-05-07
756,18.3,,,0.0,,222,8.7,,1021.2,,2006-05-14
757,20.2,,,0.0,,163,5.3,,1017.6,,2006-05-28
758,19.7,,,0.0,,194,9.8,,1019.7,,2006-06-11
760,26.9,,,0.0,,234,14.6,,1018.3,,2006-07-02
786,28.2,,,0.0,,359,12.8,,1017.3,,2008-03-16
759,21.1,,,0.0,,108,5.7,,1020.7,,2006-06-25
766,22.0,,,0.5,,33,8.2,,1015.5,,2006-10-01
787,25.1,,,14.5,,26,4.0,,1008.9,,2008-03-23
788,23.6,,,0.0,,342,19.0,,1012.6,,2008-04-06
790,12.2,,,0.0,,39,8.3,,1018.8,,2008-05-11
789,15.4,,,0.0,,106,8.3,,1022.6,,2008-04-27
795,17.8,,,0.0,,271,11.7,,1014.1,,2008-07-20
791,17.9,,,6.8,,54,9.5,,1014.1,,2008-05-25
792,23.9,,,4.5,,244,14.2,,1007.9,,2008-06-08
796,23.3,,,0.0,,310,9.1,,1015.5,,2008-08-03
799,14.6,,,10.7,,121,4.4,,1011.5,,2008-09-14
827,21.8,,,0.0,,33,5.1,,1013.4,,2010-05-30
829,24.5,,,0.0,,105,7.0,,1015.8,,2010-06-27
831,17.1,,,0.0,,284,7.4,,1017.7,,2010-07-25
828,19.5,,,0.0,,53,6.6,,1013.5,,2010-06-13
834,17.4,,,0.0,,50,5.4,,1018.0,,2010-09-12
840,15.5,,,0.0,,173,7.2,,1026.5,,2011-03-27
838,18.6,,,0.1,,111,9.1,,1013.0,,2010-11-07
846,15.3,,,23.5,,156,15.3,,1009.8,,2011-06-12
859,17.3,,,0.0,,164,10.7,,1024.1,,2012-03-18
860,25.8,,,9.9,,340,5.6,,1010.8,,2012-03-25
864,18.1,,,3.3,,195,4.6,,1017.2,,2012-05-27
863,18.5,,,2.1,,138,7.5,,1019.8,,2012-05-13
862,24.0,,,0.0,,347,12.4,,1009.8,,2012-04-22
865,20.1,,,0.0,,83,5.9,,1017.9,,2012-06-10
867,14.7,,,13.0,,345,10.8,,1005.9,,2012-07-08
868,15.3,,,0.0,,27,9.0,,1026.4,,2012-07-22
869,25.0,,,7.1,,325,8.5,,1009.9,,2012-07-29
879,14.7,,,0.9,,187,22.6,,1023.1,,2013-03-17
904,21.3,,,0.0,,233,8.7,,1012.2,,2014-06-08
908,22.7,,,6.3,,96,10.3,,1012.1,,2014-07-27
909,11.1,,,0.3,,252,11.9,,1018.7,,2014-08-24
910,20.2,,,0.0,,71,5.1,,1012.9,,2014-09-07
911,27.1,,,1.0,,215,9.7,,1011.9,,2014-09-21
913,18.6,,,0.0,,28,4.5,,1016.7,,2014-10-12
912,20.0,,,13.6,,0,4.5,,1013.5,,2014-10-05
914,16.3,,,0.0,,151,14.9,,1024.2,,2014-11-02
915,19.4,,,1.4,,144,11.4,,1014.6,,2014-11-09
919,13.9,,,0.0,,137,10.6,,1020.1,,2015-04-12
921,20.0,,,0.0,,218,8.1,,1024.2,,2015-05-10
930,22.1,,,1.3,,308,6.9,,1011.5,,2015-09-27
918,26.8,,,2.6,,103,5.1,,1010.2,,2015-03-29
1020,14.6,,,0.0,,30,5.8,,1024.8,,2020-07-12
950,27.5,,,11.9,,237,8.2,,1009.1,,2016-09-18
925,16.6,,,0.5,,245,11.3,,1017.2,,2015-07-05
926,22.9,,,0.0,,312,17.0,,1011.5,,2015-07-26
1022,16.5,,,0.0,,269,13.9,,1016.0,,2020-08-02
1136,23.9,,,0.0,,11,4.6,,1023.0,,2025-06-29
1139,20.3,,,3.1,,312,10.0,,1013.8,,2025-08-03
1140,19.0,,,2.4,,199,13.2,,1006.2,,2025-08-31
1129,26.4,,,0.0,,351,18.3,,1009.2,,2025-04-13
1142,17.6,,,2.2,,346,22.4,,1017.8,,2025-09-21
1131,25.2,,,2.0,,170,6.1,,1013.1,,2025-05-04
1133,18.3,,,0.0,,190,6.6,,1016.8,,2025-05-25
1130,31.5,,,0.0,,296,6.5,,1007.4,,2025-04-20
1134,23.8,,,0.0,,154,4.9,,1018.1,,2025-06-01
1135,19.4,,,0.0,,97,4.4,,1020.4,,2025-06-15
78,12.2,,,0.0,,241,10.0,,1013.7,,1959-05-31
46,15.8,,,3.8,,92,18.4,,1012.4,,1955-06-19
449,20.9,,,0.2,,195,6.1,,1011.7,,1987-09-27
60,21.4,,,3.4,,240,11.3,,1015.7,,1957-07-07
446,16.4,,,0.0,,323,6.8,,1018.4,,1987-08-16
447,20.2,,,7.5,,319,5.1,,1013.9,,1987-09-06
450,15.5,,,0.0,,5,5.5,,1017.6,,1987-10-18
488,17.3,,,8.6,,94,5.0,,1018.1,,1990-05-27
485,13.3,,,4.2,,201,18.3,,1012.0,,1990-03-11
453,23.3,,,6.5,,101,8.9,,1014.9,,1988-04-03
490,15.1,,,12.1,,16,6.6,,1017.4,,1990-06-24
497,18.9,,,1.2,,297,13.4,,1018.3,,1990-09-23
493,25.5,,,0.4,,297,10.2,,1017.7,,1990-07-29
499,16.7,,,0.0,,305,5.8,,1019.2,,1990-10-21
501,17.9,,,0.0,,64,5.7,,1011.0,,1991-03-10
489,15.5,,,20.4,,358,10.1,,1007.6,,1990-06-10
503,11.1,,,3.6,,205,5.5,,1013.8,,1991-04-28
491,22.2,,,0.0,,191,7.2,,1017.4,,1990-07-08
495,18.1,,,0.0,,5,8.4,,1018.2,,1990-08-26
492,18.9,,,0.3,,124,10.2,,1018.1,,1990-07-15
504,14.2,,,0.9,,80,5.3,,1013.6,,1991-05-12
507,19.9,,,3.5,,300,6.0,,1018.1,,1991-07-07
508,15.7,,,0.0,,266,15.4,,1014.7,,1991-07-14
516,18.3,,,15.4,,288,20.7,,1008.5,,1991-11-03
515,14.8,,,0.0,,319,11.1,,1017.6,,1991-10-20
517,23.9,,,0.0,,347,15.5,,1012.2,,1992-03-01
522,20.0,,,0.0,,77,6.9,,1012.6,,1992-05-31
519,21.6,,,0.0,,333,4.9,,1015.8,,1992-04-05
548,16.6,,,0.1,,103,9.7,,1017.9,,1993-11-07
549,18.2,,,3.2,,146,16.6,,1020.1,,1994-03-27
927,18.4,,,10.3,,138,17.7,,1007.7,,2015-08-23
922,17.3,,,0.2,,194,4.6,,1014.4,,2015-05-24
568,12.7,,,0.0,,168,7.3,,1017.9,,1995-05-14
929,27.4,,,1.7,,85,6.5,,1010.2,,2015-09-20
990,17.5,,,2.1,,35,3.4,,1016.5,,2018-09-02
1017,17.0,,,0.0,,132,16.9,,1014.3,,2019-11-17
1018,24.0,,,0.0,,326,11.0,,1016.8,,2019-12-01
1021,17.2,,,6.6,,36,8.6,,1014.8,,2020-07-19
1025,13.0,,,11.6,,308,8.9,,1010.2,,2020-08-30
1023,20.4,,,0.0,,43,16.5,,1019.0,,2020-08-09
1026,21.1,,,4.8,,317,6.9,,1013.4,,2020-09-06
1024,24.3,,,2.6,,133,8.3,,1011.4,,2020-08-16
1028,24.3,,,0.0,,128,4.5,,1012.9,,2020-09-27
1027,23.9,,,0.0,,24,11.9,,1022.5,,2020-09-13
1029,5.9,,,0.1,,285,12.1,,1020.8,,2020-10-11
1030,16.5,,,3.5,,266,15.2,,1021.4,,2020-10-25
1032,10.5,,,0.5,,16,7.9,,1024.1,,2020-11-15
1033,24.1,,,0.2,,144,16.4,,1016.6,,2020-11-29
1034,22.7,,,0.0,,266,22.6,,1012.8,,2020-12-06
1036,21.6,,,0.0,,336,38.2,,1015.9,,2021-03-28
1039,17.6,,,1.3,,88,9.3,,1010.4,,2021-05-09
1046,24.4,,,0.6,,164,12.7,,1007.0,,2021-08-01
1040,18.3,,,0.0,,157,8.9,,1014.4,,2021-05-23
1045,22.3,,,0.0,,318,5.6,,1025.1,,2021-07-18
1048,16.1,,,0.0,,70,10.6,,1021.6,,2021-09-05
1052,24.7,,,0.7,,181,12.8,,1010.3,,2021-10-24
1066,15.9,,,0.0,,335,20.8,,1013.9,,2022-06-19
1067,14.0,,,0.9,,274,10.0,,1019.0,,2022-07-03
1122,20.3,,,17.9,,87,10.3,,1015.2,,2024-11-03
1123,13.9,,,0.0,,190,4.7,,1012.3,,2024-11-24
1124,19.8,,,0.0,,308,20.9,,1017.0,,2024-12-01
1125,23.9,,,0.0,,40,9.6,,1018.6,,2024-12-08
1126,18.6,,,17.7,,237,15.7,,1011.0,,2025-03-16
1127,19.8,,,2.6,,244,12.7,,1013.8,,2025-03-23
1128,11.9,,,16.9,,52,7.4,,1015.2,,2025-04-06
1138,15.3,,,9.1,,316,7.7,,1014.6,,2025-07-27
1137,16.7,,,12.1,,288,15.3,,1006.5,,2025-07-06
1141,20.3,,,0.0,,312,3.6,,1019.4,,2025-09-07
550,14.1,,,0.0,,315,8.2,,1021.0,,1994-04-17
55,11.2,,,6.7,,245,7.5,,1013.4,,1956-08-05
74,19.3,,,0.0,,352,3.5,,1021.7,,1958-09-07
569,18.6,,,0.0,,261,4.7,,1021.1,,1995-05-28
48,17.3,,,7.9,,289,4.9,,1011.8,,1955-09-11
66,17.3,,,0.0,,250,5.5,,1018.7,,1958-05-18
75,20.1,,,0.0,,25,9.6,,1016.3,,1958-10-19
